249.5,128.0
251.0,129.0
251.5,130.5
252.5,132.0
253.5,133.5
254.0,135.5
255.5,137.5
255.5,139.5
256.0,141.5
256.5,145.0
257.5,146.5
258.0,148.5
260.0,151.0
260.5,152.0
261.5,154.0
262.5,155.5
264.0,158.0
265.5,161.0
265.5,164.0
266.0,165.5
267.0,169.0
268.0,170.5
269.0,173.0
270.0,176.0
272.0,179.0
273.0,180.5
273.5,183.0
274.0,187.0
274.5,189.0
277.0,194.0
277.0,196.5
278.5,199.0
279.5,202.0
281.5,205.5
282.5,206.5
283.5,211.0
284.5,216.0
286.0,218.0
287.5,221.5
289.5,225.5
291.5,228.5
293.5,234.0
294.5,237.0
295.5,241.0
297.0,244.0
300.0,249.5
301.0,251.5
302.5,254.5
304.0,257.0
305.5,261.0
306.5,266.0
308.5,269.0
310.5,273.5
312.5,277.0
314.0,280.5
315.0,287.0
317.0,289.0
319.5,292.0
322.0,297.0
323.5,300.5
327.0,304.0
328.0,307.5
328.5,312.0
330.0,314.5
331.5,318.5
333.5,322.5
334.5,325.0
336.5,331.0
337.5,335.5
340.0,337.5
342.5,341.5
345.0,345.5
347.5,348.5
349.0,352.5
351.5,359.5
354.0,361.5
355.0,365.0
357.0,369.5
359.0,373.0
360.0,377.0
362.5,381.0
364.5,384.0
368.0,388.0
370.0,393.0
372.5,397.0
375.5,402.0
377.0,407.5
