328.5,126.0
330.0,128.0
330.5,129.0
331.5,130.5
333.5,132.0
334.0,134.0
335.0,136.0
336.0,138.0
336.5,140.0
336.5,141.0
336.5,142.0
338.5,145.5
340.0,147.5
340.5,150.0
342.0,152.0
342.5,154.0
344.0,156.0
345.5,157.5
346.0,161.0
347.0,164.0
347.0,165.0
348.0,166.0
349.0,170.5
350.5,173.5
351.0,176.0
353.5,176.5
354.0,180.0
354.5,183.0
355.5,186.5
355.5,188.0
357.5,192.5
358.5,195.5
360.5,198.5
361.5,199.5
363.5,202.5
365.0,205.5
367.0,210.5
368.0,213.5
370.5,218.5
371.5,221.5
373.0,225.0
375.0,228.5
377.0,233.5
378.0,236.5
378.5,238.0
382.5,242.0
383.5,245.0
385.0,249.5
387.0,253.5
388.5,257.5
390.5,261.0
393.5,267.0
396.0,272.5
398.0,277.0
400.5,281.0
402.0,284.5
402.5,290.5
404.5,294.5
408.5,297.0
411.0,301.5
413.5,306.5
416.0,311.5
418.0,315.0
420.5,319.5
423.0,324.0
425.5,328.5
428.5,333.0
431.0,338.0
433.0,343.0
436.0,346.5
438.5,351.5
440.5,356.5
443.5,360.5
446.0,365.5
449.5,370.0
451.5,374.5
454.0,379.5
458.0,385.0
459.5,392.0
462.5,393.5
464.5,401.0
467.5,405.0
469.5,409.0
473.0,414.5
475.0,419.0
478.0,424.5
481.5,429.0
