359.5,359.0
362.0,360.5
364.0,364.0
366.5,369.5
370.0,372.5
371.0,382.5
373.5,383.5
376.5,385.5
378.0,389.5
382.0,395.5
384.5,399.5
385.5,407.0
389.0,407.5
390.5,410.0
393.0,415.5
396.5,420.0
398.0,430.5
402.0,431.0
403.5,433.0
405.5,436.5
409.0,441.0
411.0,446.5
412.5,454.5
416.0,455.0
417.5,457.5
419.5,462.0
421.0,467.0
425.0,478.5
427.5,479.0
430.0,480.0
432.0,482.5
436.0,487.0
437.5,492.5
440.0,502.5
442.5,503.0
445.5,504.0
447.5,507.5
450.5,513.0
453.5,519.0
457.0,527.0
459.0,528.0
463.0,530.0
464.0,534.5
466.0,540.0
468.0,544.0
470.0,550.5
473.0,551.5
475.5,554.0
478.5,558.0
